initial_set_size,final_mapped_size,final_unmapped_size,final_f1_macro,final_f1_micro,final_precision_macro,final_precision_micro,final_recall_macro,final_recall_micro,metrics_history,run
13,250,11,0.7488105281783144,0.9156118143459916,0.7359923944592245,0.9156118143459916,0.8182598039215686,0.9156118143459916,"[{'iteration': 1, 'initial_set_size': 13, 'f1_micro': 0.8341968911917098, 'f1_macro': 0.6361754966887417, 'precision_micro': 0.8341968911917098, 'precision_macro': 0.65, 'recall_micro': 0.8341968911917098, 'recall_macro': 0.6648351648351648, 'mapped_ratio': 0.8390804597701149, 'remaining_orphans_ratio': 0.210727969348659}, {'iteration': 2, 'initial_set_size': 13, 'f1_micro': 0.9247787610619469, 'f1_macro': 0.7572240259740259, 'precision_micro': 0.9247787610619469, 'precision_macro': 0.7469486531986532, 'recall_micro': 0.9247787610619469, 'recall_macro': 0.8240494702665756, 'mapped_ratio': 0.9655172413793104, 'remaining_orphans_ratio': 0.0842911877394636}, {'iteration': 3, 'initial_set_size': 13, 'f1_micro': 0.9134199134199135, 'f1_macro': 0.7438477615626989, 'precision_micro': 0.9134199134199135, 'precision_macro': 0.735451491879546, 'recall_micro': 0.9134199134199135, 'recall_macro': 0.8144805870608725, 'mapped_ratio': 0.9846743295019157, 'remaining_orphans_ratio': 0.06513409961685823}, {'iteration': 4, 'initial_set_size': 13, 'f1_micro': 0.9106382978723404, 'f1_macro': 0.7451428629441891, 'precision_micro': 0.9106382978723404, 'precision_macro': 0.7315557919650248, 'recall_micro': 0.9106382978723404, 'recall_macro': 0.8154509685230025, 'mapped_ratio': 1.0, 'remaining_orphans_ratio': 0.04980842911877394}, {'iteration': 5, 'initial_set_size': 13, 'f1_micro': 0.9113924050632911, 'f1_macro': 0.7431081845449362, 'precision_micro': 0.9113924050632911, 'precision_macro': 0.7324214048539428, 'recall_micro': 0.9113924050632911, 'recall_macro': 0.8161589635854342, 'mapped_ratio': 1.0076628352490422, 'remaining_orphans_ratio': 0.0421455938697318}, {'iteration': 6, 'initial_set_size': 13, 'f1_micro': 0.9156118143459916, 'f1_macro': 0.7488105281783144, 'precision_micro': 0.9156118143459916, 'precision_macro': 0.7359923944592245, 'recall_micro': 0.9156118143459916, 'recall_macro': 0.8182598039215686, 'mapped_ratio': 1.0076628352490422, 'remaining_orphans_ratio': 0.0421455938697318}]",1
13,250,11,0.7493563815976751,0.9156118143459916,0.736675510046765,0.9156118143459916,0.8186813320843822,0.9156118143459916,"[{'iteration': 1, 'initial_set_size': 13, 'f1_micro': 0.9154929577464789, 'f1_macro': 0.6931997136721546, 'precision_micro': 0.9154929577464789, 'precision_macro': 0.6853243021346469, 'recall_micro': 0.9154929577464789, 'recall_macro': 0.7081140350877193, 'mapped_ratio': 0.9157088122605364, 'remaining_orphans_ratio': 0.13409961685823754}, {'iteration': 2, 'initial_set_size': 13, 'f1_micro': 0.925764192139738, 'f1_macro': 0.7584986772486773, 'precision_micro': 0.925764192139738, 'precision_macro': 0.7486242138364779, 'recall_micro': 0.925764192139738, 'recall_macro': 0.8249401913875598, 'mapped_ratio': 0.9770114942528736, 'remaining_orphans_ratio': 0.07279693486590039}, {'iteration': 3, 'initial_set_size': 13, 'f1_micro': 0.9184549356223176, 'f1_macro': 0.7517648092639062, 'precision_micro': 0.9184549356223176, 'precision_macro': 0.74011373402084, 'recall_micro': 0.9184549356223176, 'recall_macro': 0.8200668000646778, 'mapped_ratio': 0.9923371647509579, 'remaining_orphans_ratio': 0.05747126436781609}, {'iteration': 4, 'initial_set_size': 13, 'f1_micro': 0.9071729957805907, 'f1_macro': 0.740617714158212, 'precision_micro': 0.9071729957805907, 'precision_macro': 0.7293572075969184, 'recall_micro': 0.9071729957805907, 'recall_macro': 0.8143709872567961, 'mapped_ratio': 1.0076628352490422, 'remaining_orphans_ratio': 0.0421455938697318}, {'iteration': 5, 'initial_set_size': 13, 'f1_micro': 0.9156118143459916, 'f1_macro': 0.7493563815976751, 'precision_micro': 0.9156118143459916, 'precision_macro': 0.736675510046765, 'recall_micro': 0.9156118143459916, 'recall_macro': 0.8186813320843822, 'mapped_ratio': 1.0076628352490422, 'remaining_orphans_ratio': 0.0421455938697318}]",2
